,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
175,46003000,Budd,Martin,Fairmont                      ,Re-Survey,13-Aug-01,0.155832,0.0276783,0,0,0.008154,0.7267479,5.6172,0.3309618,0.138618,1.3759875,0,1.0197936,0,0.0400452,0,0.1754922,0.478368,0.86976,1.190484,2.4003564,0,2.9560062,0.247338,0.05436,4.33521,12.3592896,0,0,0,46003000,0,0,1406.58208,0,0,0,3,,NA,0.167686659,0.593941249,0,0.000917993,0.02004284,0.18880049,0.028610771,0,227.91,11771.66,19.7,Budd,24,381698,4832906.1,702,30,3.01E+14,1452.939707,46003000,8/13/01,0.699317216,0.901444931,4.71600675,3.411052491,0,0.505385801,0.226151915,8/17/01,3,3,381703,4832950,great plains,5879861.902,6.00456,922279.394,0.782741738,1.05418594,1.094874227,15.58704383,13.73460349
176,46003100,Hall,Martin,Fairmont                      ,Re-Survey,2-Aug-93,0.7681068,1.818795,0,0,0,0.0758775,0.7947432,0,0.0499206,0.8133615,0.1239408,0.48924,0,0,1.0012206,0.0547677,2.8567539,0.4356501,0.1781649,0.4287192,5.2699302,0.4509162,1.9157823,0.0047112,2.4356904,18.9709152,0,0,0,46003100,18191.87898,10641.28052,3974.59589,0,0,0,3,,NA,0.100044748,0.086030809,8.14E-05,0.002575067,0.033815592,0.745631536,0.031820895,0,548.48,21627.97,25,Hall,43,381476,4831069.2,702,30,3.01E+14,13872.34697,46003100,8/2/93,1.660117818,0.366772769,2.485648852,1.127102463,1.150247075,2.502686132,1.650797814,7/7/93,3,3,381505,4831000,great plains,56139620.97,7.62,2217841.154,0.831662345,1.255959417,0.896793939,17.84335238,14.61204483
177,46003100,Hall,Martin,Fairmont                      ,Re-Survey,6-Aug-01,0.046206,0.106455,0,0,0,0.0253227,6.63192,0.2791386,0.753792,2.2197,0,0.7808814,0,0,0,0.800451,3.47904,0.72933,1.4949,2.4009453,0.345186,2.97621,0.39864,0.0169875,3.22536,14.7242214,0,0,0,46003100,18191.87898,10641.28052,3974.59589,0,0,0,3,,NA,0.100044748,0.086030809,8.14E-05,0.002575067,0.033815592,0.745631536,0.031820895,0,548.48,21627.97,25,Hall,43,381476,4831069.2,702,30,3.01E+14,13872.34697,46003100,8/2/93,1.660117818,0.366772769,2.485648852,1.127102463,1.150247075,2.502686132,1.650797814,7/7/93,3,3,381505,4831000,great plains,56139620.97,7.62,2217841.154,0.831662345,1.255959417,0.896793939,17.84335238,14.61204483
178,46003400,Amber,Martin,Fairmont                      ,Re-Survey,30-Aug-93,5.575524,3.653445,0,0,0,0,0.79275,0,0.10872,0.509625,0.048018,0.2688102,0,0,2.302146,0.1395693,0.5436,0.9894426,0.228312,0.1642125,1.006566,0.35787,0.36693,0,18.742422,29.4619875,0,0,0,46003400,2994.82313,2303.26941,0,0,0,0,2,,NA,0.291355732,0.260350595,0,0.001940714,0.054199188,0.295295747,0.096858024,0,182.09,11621.27,16.5,Amber,24,381082,4829292.1,702,30,3.01E+14,687.3657741,46003400,8/27/01,0.123246981,0.170875057,28.09129356,3.261293747,0,0.003894876,0.035429375,8/27/01,1,0,381094,4829310,great plains,2781681.724,5.0292,736852.2688,0.555646342,1.163525961,0.615490909,14.83856624,13.5101427
179,46003400,Amber,Martin,Fairmont                      ,Re-Survey,27-Aug-01,2.69535,0.0583011,0,0,0,0.0717552,0,1.1766222,2.60022,4.2673959,0,0.1891275,0,0,0,0,0.0033975,0.2207016,0.1528875,0.4667712,0,0.8550828,0.0373725,0.301698,25.7405925,32.5442448,0,0,0,46003400,2994.82313,2303.26941,0,0,0,0,2,,NA,0.291355732,0.260350595,0,0.001940714,0.054199188,0.295295747,0.096858024,0,182.09,11621.27,16.5,Amber,24,381082,4829292.1,702,30,3.01E+14,687.3657741,46003400,8/27/01,0.123246981,0.170875057,28.09129356,3.261293747,0,0.003894876,0.035429375,8/27/01,1,0,381094,4829310,great plains,2781681.724,5.0292,736852.2688,0.555646342,1.163525961,0.615490909,14.83856624,13.5101427
180,46009600,Clear,Martin,Ceylon                        ,Re-Survey,24-Jul-95,8.31708,32.88327,0,0,0.1121175,0.5821956,0.3049596,1.9502556,0,0.14949,0,0.085617,0,0.2402712,0.3871791,0.844845,11.6521566,3.28878,0.0907812,0.32616,0,0,2.0533584,0.12684,15.9558378,7.433277,0,0,0,46009600,0,0,0,0,0,0,1,,NA,0.352022919,0.065403452,0,0,0.001988687,0.559165983,0.021418959,0,NA,NA,7,Clear,43,366844,4820746.8,710,53,5.30E+14,893.7051065,46009600,7/28/03,3.197686178,0,1.026984542,1.510150385,0,2.592206132,0.131100204,7/28/03,2,0,366865,4820780,great plains,3616710.717,2.1336,1081887.552,0.624569435,1.15664057,0.406666667,15.10107553,13.89421781
181,46009600,Clear,Martin,Ceylon                        ,Re-Survey,28-Jul-03,2.4411717,6.5665974,0,0,0.1569645,0.4157181,10.3290795,1.6449336,0.3624,1.3618539,0,0,0,0,0,0,2.942235,0.7793865,0,0.0667722,0,0.0877008,0.1274742,0.0553113,0.88788,3.00792,0,0,0,46009600,0,0,0,0,0,0,1,,NA,0.352022919,0.065403452,0,0,0.001988687,0.559165983,0.021418959,0,NA,NA,7,Clear,43,366844,4820746.8,710,53,5.30E+14,893.7051065,46009600,7/28/03,3.197686178,0,1.026984542,1.510150385,0,2.592206132,0.131100204,7/28/03,2,0,366865,4820780,great plains,3616710.717,2.1336,1081887.552,0.624569435,1.15664057,0.406666667,15.10107553,13.89421781
182,46010300,Temperance,Martin,Sherburn                      ,Re-Survey,30-Jul-01,0,0.9096693,0,0,0,0.1293768,0,1.5671988,0,0,0,0,0,0,0,0.4458426,0,0,0,0.0269082,0,0.8047998,0,2.4274458,0,1.5118875,0,0,0,46010300,309.64189,0,0,0,0,0,1,,NA,0.176175262,0.244637152,0,0.038566864,0.050205386,0.490415336,0,0,NA,NA,5,Temperance,43,361868,4835326,710,53,5.30E+14,994.6800554,46010300,7/30/01,0.899514738,0,0,0.023134405,0,0,0,8/2/01,4,0,361887,4835340,great plains,4025343.472,1.524,671940.6344,0.735052488,1.196277427,0.2135,15.2081208,13.41792527
183,46011100,Clam,Martin,Trimont                       ,Re-Survey,9-Aug-99,7.6557,4.2941682,0,0,0.3624,0,0,0.5872692,0,0.0196602,0,0,0,0,2.39184,0.4965786,0,0,0,0.0801357,0,0.1084482,2.5821,0.9751731,18.4824,2.3866305,0,0,0,46011100,0,0,0,0,0,0,0,,NA,0.087373004,0.056023222,0.000290276,0.009869376,0.001451379,0.830188679,0.014804064,0,71.13,7847.12,6,Clam,43,365161,4843340.7,702,30,3.01E+14,788.3902723,46011100,8/9/99,2.00886029,0,18.51095062,0.086058236,2.228865233,0,3.053707473,7/30/99,11,6,365137,4843360,great plains,3190514.999,1.8288,280123.6492,0.886211901,1.260915712,0.86925,14.9756929,12.54298639
184,46014500,Fish,Martin,Odin                          ,Standard Survey,6-Jul-15,3.63759,0.0811776,0,0,0,0,3.023775,1.51755,0.3171,0.97848,0,0,0,0,1.48131,4.2137154,2.78595,0.3718224,0.25821,0.26274,0,0,0.04077,0.0254133,10.56396,1.7737668,0,0,0,46014500,455.5635,0,0,0,0,0,1,,NA,0.164401578,0.066199036,0,0.000657606,0,0.758439281,0.010302499,0,155.63,13106.5,6.7,Fish,43,358953,4855305.7,702,30,3.01E+14,1015.634018,46014500,7/5/95,1.103664793,0,8.622495991,0.032863617,0,0,2.675049986,7/17/95,4,0,358968,4855300,great plains,4110141.488,2.04216,622649.8796,0.824638317,1.409573543,1.0675,15.22896801,13.34173965
185,46014500,Fish,Martin,Odin                          ,Re-Survey,5-Jul-95,7.45185,20.89236,0,0,0,0,0,0.2570775,0,0.0371007,0,0,0,0,0,0,0,0,0,0,0,0,3.11664,0,7.31595,5.5026363,0,0,0,46014500,455.5635,0,0,0,0,0,1,,NA,0.164401578,0.066199036,0,0.000657606,0,0.758439281,0.010302499,0,155.63,13106.5,6.7,Fish,43,358953,4855305.7,702,30,3.01E+14,1015.634018,46014500,7/5/95,1.103664793,0,8.622495991,0.032863617,0,0,2.675049986,7/17/95,4,0,358968,4855300,great plains,4110141.488,2.04216,622649.8796,0.824638317,1.409573543,1.0675,15.22896801,13.34173965
186,47003800,Big Swan,Meeker,Kingston                      ,Re-Survey,8-Aug-94,7.6933896,0.2108715,0,0.0311664,0.5139738,1.2383208,1.0502352,0,0.8830782,0.3494442,0.0238731,0.1537029,0,0.0021744,1.4997924,0.8255925,3.6693,1.28652,0.0358776,0,2.973945,5.514369,0.2202486,0.0069309,26.8151085,8.80632,0,0,0,47003800,145036.9079,93436.76393,55312.97182,53953.92639,22213.58655,0,5,,NA,0.123160268,0.05415052,8.94E-05,0.072713269,0.01209554,0.699765656,0.038025373,0,693.52,34850.15,32,Big Swan,24,399506,4999625.2,701,18,1.80E+14,49739.19519,47003800,8/13/07,0.0349085,0.134869462,15.59737983,0.69109641,4.317926814,2.282305921,0.018812278,8/13/07,2,2,399464,4999680,eastern temperate forests,201288186.7,9.7536,2806537.879,0.753916176,1.78855414,1.074462963,19.1202482,14.84746221
187,47003800,Big Swan,Meeker,Kingston                      ,Re-Survey,13-Aug-07,0.6001344,0,0.032616,0.0246432,0,0.0315288,1.833744,0,2.5587252,0,0.0494676,0.1409283,0,0.1509849,4.1223,0.9668832,2.6116356,0.1894446,0,0,0.3763524,1.0965318,0.02718,0,15.4048086,0.837144,0,0,0,47003800,145036.9079,93436.76393,55312.97182,53953.92639,22213.58655,0,5,,NA,0.123160268,0.05415052,8.94E-05,0.072713269,0.01209554,0.699765656,0.038025373,0,693.52,34850.15,32,Big Swan,24,399506,4999625.2,701,18,1.80E+14,49739.19519,47003800,8/13/07,0.0349085,0.134869462,15.59737983,0.69109641,4.317926814,2.282305921,0.018812278,8/13/07,2,2,399464,4999680,eastern temperate forests,201288186.7,9.7536,2806537.879,0.753916176,1.78855414,1.074462963,19.1202482,14.84746221
188,47004200,Betty,Meeker,Kimball                       ,Re-Survey,23-Jul-97,3.5334,0.151755,0,0,0,0.1016532,0,0,0.2715282,1.021062,0,0.2792745,0,0,3.5910216,1.7777985,0.8103717,0.717552,0,0,4.178925,0.079728,0.1153791,0,3.675189,4.8924,0,0,0,47004200,135443.317,99523.74878,42126.73589,27686.74456,0,0,4,,NA,0.024347369,0.059185643,2.53E-05,0.091750933,0.044192988,0.753851726,0.026646058,0,153.66,11585.3,29,Betty,24,399504,5014350,701,17,1.70E+14,43828.2333,47004200,7/30/07,0.310802966,0.135548475,1.816504314,1.550515102,10.94096951,2.75036357,0.01709487,7/30/07,14,4,399452,5014290,eastern temperate forests,177367276.9,8.8392,621840.5076,0.813037368,1.260805863,0.952717391,18.99373315,13.34043892
189,47004200,Betty,Meeker,Kimball                       ,Re-Survey,30-Jul-07,7.9313052,0.1016532,0,0,0.1330461,0.2063868,0,0,5.1405987,1.7214,0.030351,0.1436916,0.1440087,0.520044,10.892385,1.3526127,2.7612615,1.578252,0,0,7.3960404,0.4170771,0.014949,0.0109626,1.882215,3.6607836,0,0,0,47004200,135443.317,99523.74878,42126.73589,27686.74456,0,0,4,,NA,0.024347369,0.059185643,2.53E-05,0.091750933,0.044192988,0.753851726,0.026646058,0,153.66,11585.3,29,Betty,24,399504,5014350,701,17,1.70E+14,43828.2333,47004200,7/30/07,0.310802966,0.135548475,1.816504314,1.550515102,10.94096951,2.75036357,0.01709487,7/30/07,14,4,399452,5014290,eastern temperate forests,177367276.9,8.8392,621840.5076,0.813037368,1.260805863,0.952717391,18.99373315,13.34043892
190,47005000,Manuella,Meeker,Darwin                        ,Re-Survey,16-Aug-04,9.63984,0.0303963,0,0,0.3399312,0.46206,0,0,0.083805,0,0.1055943,0.7638939,0,0,2.1056346,0.2730684,1.2691701,0.1704186,0,0,2.555826,0.5441436,0,0.0044847,0.8534973,0.6916404,0,0,0,47005000,41371.87877,18706.60172,18270.42858,6399.25973,0,0,4,,NA,0.106226732,0.049513777,0.000453104,0.093834864,0.01251844,0.684846,0.052607083,0,293.32,16882.13,50,Manuella,24,386201,4990397.2,701,18,1.80E+14,11118.12815,47005000,8/16/04,0.42572078,0.702911082,0.911856151,0,2.342885047,1.339100031,0,8/24/04,26,16,386205,4990290,eastern temperate forests,44993648.29,15.24,1173144.245,0.734359777,1.278402883,2.340273973,17.62203189,13.97519809
191,47005000,Manuella,Meeker,Darwin                        ,Re-Survey,16-Aug-93,0.0569874,0.169422,0,0,0.9153771,2.2900509,0,0,0.0627858,0.1894899,0.2752428,1.1648442,0,0,3.75084,0.4583001,3.2679873,0.4125924,0,0,1.445976,0.9590916,0.1873608,0,0,1.654356,0,0,0,47005000,41371.87877,18706.60172,18270.42858,6399.25973,0,0,4,,NA,0.106226732,0.049513777,0.000453104,0.093834864,0.01251844,0.684846,0.052607083,0,293.32,16882.13,50,Manuella,24,386201,4990397.2,701,18,1.80E+14,11118.12815,47005000,8/16/04,0.42572078,0.702911082,0.911856151,0,2.342885047,1.339100031,0,8/24/04,26,16,386205,4990290,eastern temperate forests,44993648.29,15.24,1173144.245,0.734359777,1.278402883,2.340273973,17.62203189,13.97519809
192,47006100,Willie,Meeker,Litchfield                    ,Re-Survey,10-Jul-06,0.8533161,0.109626,0,0,0,0.089694,4.28085,0,0.92412,0.94224,0,0.4757859,0,0,4.1223,1.2577092,1.0377324,0,0.6646416,0.8750148,0,0,0.0242808,0.0139524,14.60925,1.4151267,0,0,0,47006100,27649.64826,13364.62121,8121.1688,12279.10822,0,0,3,,NA,0.134300138,0.02887239,0.002677874,0.102099265,0.023470376,0.659454282,0.049125675,0,191.11,17456.55,17,Willie,34,382046,4984691.8,701,19,1.90E+14,7723.925024,47006100,7/10/06,0.182469496,0.461468777,13.98606329,1.096415266,4.166408079,0.864254657,0.027560024,7/10/06,12,6,382075,4984780,eastern temperate forests,31257740.62,5.1816,775783.062,0.688326672,1.659699008,0.77775,17.2577776,13.5616282
193,47006100,Willie,Meeker,Litchfield                    ,Re-Survey,8-Jul-96,0.776895,0.1448694,0,0,0,0.4096932,0,0,0.056625,0.1271118,0,0,0,0.1350393,0.6504627,0.3248916,0.4916862,0.52548,0.0831708,0,0,0.4218789,0.8154,0.0119592,4.3895247,3.3931965,0,0,0,47006100,27649.64826,13364.62121,8121.1688,12279.10822,0,0,3,,NA,0.134300138,0.02887239,0.002677874,0.102099265,0.023470376,0.659454282,0.049125675,0,191.11,17456.55,17,Willie,34,382046,4984691.8,701,19,1.90E+14,7723.925024,47006100,7/10/06,0.182469496,0.461468777,13.98606329,1.096415266,4.166408079,0.864254657,0.027560024,7/10/06,12,6,382075,4984780,eastern temperate forests,31257740.62,5.1816,775783.062,0.688326672,1.659699008,0.77775,17.2577776,13.5616282
194,47006200,Greenleaf,Meeker,Litchfield                    ,Re-Survey,24-Jul-06,4.15854,0.4173489,0,0,0.1185954,0.2614716,0,0,0.2825361,0.4166694,0.0059796,0.6423087,0.014949,0,13.01469,0.4345176,0.4021281,0,0,0,0.305775,0,0.9605412,0.0553113,0.5282886,4.3198533,0,0,0,47006200,22066.16016,10022.71211,8121.1688,4835.87878,0,0,3,,NA,0.150304745,0.02758868,0.002679345,0.089409925,0.017324654,0.674242708,0.038449944,0,238.58,16455.86,18,Greenleaf,34,384043,4985308.2,701,19,1.90E+14,5642.694275,47006200,7/24/06,0.49419208,0.483002958,0.486741214,0.28710314,13.03163599,0.347271272,0.694555432,7/24/06,20,9,384098,4985270,eastern temperate forests,22835264.91,5.4864,951376.3174,0.701831388,1.452185297,0.65625,16.94381661,13.76566497
195,47006200,Greenleaf,Meeker,Litchfield                    ,Re-Survey,22-Jul-96,6.3775152,1.3926579,0,0,0.0061608,0.7643016,0,0,1.117098,0.3652086,0,0.7077672,0,0,3.4100934,2.136801,5.0181075,0.9792048,0,0.1092636,0,0,0.5071788,0.009966,10.30575,3.2832534,0,0,0,47006200,22066.16016,10022.71211,8121.1688,4835.87878,0,0,3,,NA,0.150304745,0.02758868,0.002679345,0.089409925,0.017324654,0.674242708,0.038449944,0,238.58,16455.86,18,Greenleaf,34,384043,4985308.2,701,19,1.90E+14,5642.694275,47006200,7/24/06,0.49419208,0.483002958,0.486741214,0.28710314,13.03163599,0.347271272,0.694555432,7/24/06,20,9,384098,4985270,eastern temperate forests,22835264.91,5.4864,951376.3174,0.701831388,1.452185297,0.65625,16.94381661,13.76566497
196,47006800,Stella,Meeker,Darwin                        ,Re-Survey,9-Aug-04,12.0708192,0.0134541,0,0.0284031,0.9513,0.209286,0,0,0.14949,0.0940881,0.29445,0.3321396,0.2944953,0,1.9221696,0.0468402,4.3331715,0.7739505,0,0,1.5068592,0,0.0636012,0.0134541,4.2343269,0,0,0,0,47006800,55953.00756,31038.43071,18270.42858,11632.41773,0,0,4,,NA,0.118455184,0.050638853,0.000314375,0.088544514,0.016020602,0.678432773,0.0475937,0,606.49,28282.32,70.9,Stella,24,388236,4991400.6,701,18,1.80E+14,16024.39836,47006800,8/9/04,0.195629229,0.337542539,4.34972198,0.097865798,2.158286578,4.34114864,0.060120244,8/25/04,24,17,388275,4991350,eastern temperate forests,64848698.8,21.61032,2413425.898,0.729071626,1.388098339,2.082946429,17.9875674,14.69655783
197,47006800,Stella,Meeker,Darwin                        ,Re-Survey,9-Aug-93,0.33975,0.1031481,0,0,0.0223329,0.2317095,0,0,0.0971232,0.0264099,0,0.76557,0,0,4.02264,0.1405206,5.72592,0.2438046,0.0284937,0,1.63986,0.1704186,1.260699,0.0351981,0,0.8510964,0,0,0,47006800,55953.00756,31038.43071,18270.42858,11632.41773,0,0,4,,NA,0.118455184,0.050638853,0.000314375,0.088544514,0.016020602,0.678432773,0.0475937,0,606.49,28282.32,70.9,Stella,24,388236,4991400.6,701,18,1.80E+14,16024.39836,47006800,8/9/04,0.195629229,0.337542539,4.34972198,0.097865798,2.158286578,4.34114864,0.060120244,8/25/04,24,17,388275,4991350,eastern temperate forests,64848698.8,21.61032,2413425.898,0.729071626,1.388098339,2.082946429,17.9875674,14.69655783
198,47006800,Stella,Meeker,Darwin                        ,Re-Survey,11-Aug-14,0.2122758,0,0,0,0.3763524,0,0,0,0.1121175,0,0.2957184,1.2791361,0.074745,0.2361942,7.5223368,0.9056376,5.3908812,0.7085826,0,0,1.37712,0.333861,0.019932,0.0019932,0.867042,0.8132256,0,0,0,47006800,55953.00756,31038.43071,18270.42858,11632.41773,0,0,4,,NA,0.118455184,0.050638853,0.000314375,0.088544514,0.016020602,0.678432773,0.0475937,0,606.49,28282.32,70.9,Stella,24,388236,4991400.6,701,18,1.80E+14,16024.39836,47006800,8/9/04,0.195629229,0.337542539,4.34972198,0.097865798,2.158286578,4.34114864,0.060120244,8/25/04,24,17,388275,4991350,eastern temperate forests,64848698.8,21.61032,2413425.898,0.729071626,1.388098339,2.082946429,17.9875674,14.69655783
199,47011900,Minnie-Belle,Meeker,Litchfield                    ,Re-Survey,13-Sep-93,0.2750616,0,0.0827178,0,7.8756768,1.55832,0,0,0,0.369648,0.3272472,0.546771,0,0.004983,6.3426342,0.069309,9.4934304,0.396375,0,0,0.4943136,0.319818,0,0.008154,0.5491266,0.672252,0,0,0,47011900,5914.99567,666.39611,284.55844,0,0,0,2,,NA,0.30139652,0.079326923,0,0.156936813,0.002174908,0.436126374,0.024038462,0,577.53,26913.05,45,Minnie-Belle,27,379639,4988099.3,701,18,1.80E+14,1941.995014,47011900,9/13/93,0.823509123,0.430599419,0.487088056,0.325709976,6.330166937,8.919504332,0,7/15/93,23,16,379681,4988080,great plains,7859006.431,13.716,2337142.587,0.515453297,1.514506637,3.537333333,15.87717075,14.66443962
200,47011900,Minnie-Belle,Meeker,Litchfield                    ,Re-Survey,5-Jun-06,0.1564662,0.0712569,0,0,9.0508041,0.8793636,0,0,0.32616,0,0.6407232,2.1664272,0.6262272,0,15.9475932,0.0986634,5.0342796,1.2024432,0,0,1.1006541,0,0.1604526,0,0,0.2252316,0,0,0,47011900,5914.99567,666.39611,284.55844,0,0,0,2,,NA,0.30139652,0.079326923,0,0.156936813,0.002174908,0.436126374,0.024038462,0,577.53,26913.05,45,Minnie-Belle,27,379639,4988099.3,701,18,1.80E+14,1941.995014,47011900,9/13/93,0.823509123,0.430599419,0.487088056,0.325709976,6.330166937,8.919504332,0,7/15/93,23,16,379681,4988080,great plains,7859006.431,13.716,2337142.587,0.515453297,1.514506637,3.537333333,15.87717075,14.66443962
201,47017700,Long,Meeker,Grove City                    ,Re-Survey,26-Jul-04,31.3704765,5.8766784,0,0,0,0,0,0,0,0,0,0.0239184,0,0,6.0189657,3.4403085,0,0,0,0,1.54926,17.0238306,21.5604444,0.5794776,2.36466,4.19931,0,0,0,47017700,45200.44262,22059.17098,30315.41557,11769.99134,0,0,3,,NA,0.121021959,0.039800368,0,0.099633603,0.002846103,0.67874981,0.057948157,0,787.05,44779.11,11,Long,41,368676,4996078.2,701,18,1.81E+14,26415.07387,47017700,7/26/04,1.70529931,0.017989055,2.377725352,0,5.29953825,0,10.57120303,8/30/04,10,3,368685,4996010,great plains,106898438.9,3.3528,3185000.226,0.718550178,2.157171769,0.32328976,18.48738977,14.97396292
203,49002400,Pierz,Morrison,Genola                        ,Re-Survey,19-Aug-02,0.9352638,0,0.3795687,0.0328878,0.5749476,1.0143576,0,1.2387738,0.3243933,0.3537024,0.6036225,1.6510944,0.57531,0.2910072,1.82106,0.3428304,1.47225,0.3841893,0,0,1.8573,0.9894426,0.1179612,0.0854811,0.3604068,2.7065844,0,0,0,49002400,9039.80843,2338.23377,4883.45238,0,0,0,3,,NA,0.143916679,0.079556363,0,0.06125011,0.017480683,0.683052592,0.014743573,0,184.68,17164.96,30,Pierz,31,410921,5090744.1,701,15,1.50E+14,2781.373271,49002400,8/19/02,0.864575559,1.188001447,0.357399127,0.341282899,1.843787588,1.513405371,0.090032132,8/20/02,39,15,410958,5090780,eastern temperate forests,11255863.31,9.144,765706.3806,0.762608956,1.686148566,2.594693878,16.23639973,13.54855406
204,51004300,Fox,Murray,Currie                        ,Re-Survey,8-Jul-02,1.70781,14.889204,0,0.8304849,0,0.3419244,2.344275,3.8023008,3.46545,4.5015516,0,0.0134541,0,0,0,0,0,0.0219252,0,0.019932,0,0,1.248015,1.0872,0.591165,1.6368702,0,0,0,51004300,0,0,0,0,0,0,0,,NA,0.391831239,0.019299821,0,0.003590664,0.121633752,0.43491921,0.028725314,0,NA,NA,8.5,Fox,43,288389,4890543.6,710,51,5.11E+14,494.6413117,51004300,7/8/02,5.34059627,0.010764258,0.58526702,1.293629973,0,0,1.231757678,7/11/02,8,3,288427,4890560,great plains,2001750.376,2.5908,741789.438,0.454219031,1.728928887,0.56425,14.50953254,13.51682071
205,53002800,Okabena,Nobles,Worthington                   ,Re-Survey,24-Aug-98,15.03054,13.5630012,0,0,0,0,1.761264,0.3871791,0.179388,3.52887,0.011778,0.3334533,0,0.03624,0,1.660245,9.975966,1.388898,2.035782,1.592748,0.78369,3.41109,2.023098,0.4043025,1.049148,4.7054016,0,0,0,53002800,37342.212,21419.32944,15438.48778,0,0,0,3,,NA,0.057235358,0.131421412,9.40E-05,0.015977878,0.04092859,0.73055631,0.023786429,0,776.05,34295.31,16.5,Okabena,41,288793,4832221.8,1023,84,8.40E+14,14189.94204,53002800,8/23/04,3.455853602,0.024964601,5.286995731,0.401410103,0.726330998,10.26244093,4.224883665,8/23/04,3,1,288722,4832440,great plains,57424887.77,5.0292,3140484.766,0.861977722,1.665170163,0.5205,17.86598835,14.95988773
206,53002800,Okabena,Nobles,Worthington                   ,Re-Survey,23-Aug-04,8.2683825,8.3831274,0,0,0,0,1.27293,0.1349487,0.09513,0.3421056,0,0.0301698,0,0.0342468,0.718005,0.2560356,10.4020125,0.5559216,0.5605875,0.10419,3.2831175,0.0395469,9.2015625,0.2552655,5.2717875,28.5002685,0,0,0,53002800,37342.212,21419.32944,15438.48778,0,0,0,3,,NA,0.057235358,0.131421412,9.40E-05,0.015977878,0.04092859,0.73055631,0.023786429,0,776.05,34295.31,16.5,Okabena,41,288793,4832221.8,1023,84,8.40E+14,14189.94204,53002800,8/23/04,3.455853602,0.024964601,5.286995731,0.401410103,0.726330998,10.26244093,4.224883665,8/23/04,3,1,288722,4832440,great plains,57424887.77,5.0292,3140484.766,0.861977722,1.665170163,0.5205,17.86598835,14.95988773
207,56014100,Rush,Otter Tail,Ottertail                     ,Re-Survey,17-Aug-98,0.2208828,0.053001,0.4138155,0.091506,1.5314571,0.4653216,0,0,0.25821,0.144054,0.0170781,0.91959,0.0551754,0.236466,2.493765,0.055266,3.3695046,0.119592,0,0,5.2189677,1.7319549,0.7439619,0.2725701,0,2.2525878,0,0,0,56014100,462487.3561,265798.5699,176405.2504,157730.7298,0,0,4,,NA,0.11898284,0.039174989,0.000197654,0.45838221,0.029130132,0.288943057,0.065189119,0,5233.76,82885.07,65,Rush,22,306500,5151246.2,902,56,5.60E+14,422588.6182,56014100,8/17/98,0.447114118,0.780005763,0,0.142131154,2.62149929,3.633584085,0.691956402,8/17/98,45,21,305882,5151260,eastern temperate forests,1710162304,19.812,21179889.31,0.328118046,1.548750355,1.791282051,21.25985412,16.86856267
208,56048100,West Lost,Otter Tail,Underwood                     ,Re-Survey,24-Aug-98,2.774625,0.09513,0.9871323,0.0453,0.640995,0.989352,0,0,0.0791844,0.275424,0.3409278,0.74745,0.32616,0.05436,2.3930178,0.194337,2.8453836,0.223782,0,0,5.1636564,0.232842,0.445299,0.02265,0.4666806,1.799316,0,0,0,56048100,612491.7139,336000.875,221529.2811,210211.8405,38265.71202,0,5,,NA,0.160684172,0.041025624,0.00013607,0.364723517,0.035338433,0.330694849,0.067397336,0,NA,NA,16,West Lost,41,278407,5140817.3,902,56,5.61E+14,693903.8554,56048100,8/24/98,0.951695732,0.638594319,0.418295184,1.353612894,2.748450441,2.72238984,0.360687965,7/24/98,30,16,278558,5140720,eastern temperate forests,2808140506,4.8768,3062380.368,0.371720473,3.803189924,2.213428571,21.75578836,14.93470307
